,Company Name,Comapany Website,Address,Contact,Phone No.
1435,LUIS SANCHEZ GARCIA E HIJAS S.L,www.la-pastora.com,"Camino Viejo de Fortuna S/N Finca Casablanca, Cabezo de Torres 30110 Murcia Spain","Francisco Moya, ExportExport",+34 650 46 24 54
1436,LUIS VICENTE,www.luisvicente.com,Est. Nacional 8 2565-770 Torres Vedras Portugal,"David Mota, Executive Board MemberExecutive Board Member",+351 9331 9246 2
1437,LUKOWA FOOD AG,www.lukowa.com/food,Sempacherstrasse 5 6003 Luzern Switzerland,"Igor Kojic, Chief of StaffChief of StaffAndjelka Ciric, Customer Care ManagerCustomer Care Manager",+41 41 508 70 48
1438,LÜKS PLASTIK INSAATSAN VE TIC LTD STI.,www.luxplastic.com,"Istoc 12. Ada No:61-63 Mahmutbey, Bagcilar 34350 Istanbul Turkey","Soner Arslan, Export ManagerExport Manager",+90 545 349 9100
1439,LUMEN TRGOVINA D.O.O.,www.lumen.ba,Slavonska Avenija 52G 10000 Zagreb Croatia,"Božidar Juričić, Sales ManagerSales Manager",+387 39672112
1440,"LUSITECA PRODUTOS ALIMENTARES, S.A.",www.lusiteca.pt,"Rua das Vagens, Nº 56 2726-920 Mem Martins Portugal","Nuno Brilhante Dias, Commercial DirectionCommercial Direction",+351 219 266 260
1441,LUTHMAN BACKLUND FOODS AB,www.lbp.mk,Box 191 34 104 32 Stockholm Sweden,"Ivan Atanasovski, Managing DirectorManaging DirectorCarl Backlund, FounderFounder",+46 707 765 450
1442,PRJSC LUTSK FOODS,www.runa.com.ua,150 Kovelska Street 43016 Lutsk Ukraine,"Oleksandr Shamray, Chairman of the BoardChairman of the BoardVasyl Strilchuk, Export DirectorExport Director",+38 0332 77 88 00
1443,LUXEAPERS S.L.U.,www.luxeapers.es,Autovia A92 Salida 352 04540 Nacimiento-Almeria Spain,"Yves Niddam, ManagerManagerJosé Manuel Cordoba, Export ManagerExport Manager",+34 950 350 646
1444,LUXLAIT ASSOCIATION AGRICOLE,www.luxlait.lu,3 Am Seif 7759 Roost/Bissen Luxembourg,"Jean-Marie Thomas, Coordinateur GénéralCoordinateur GénéralVincent Boude, Responsable CommercialResponsable Commercial",+35 225 028 0656
1445,LUZA INDUSTRIA E COMERCIO DE ALIMENTOS S.A.,www.maricota.com,R. Prefeito Milton Improta 629 02119-021 Sao Paulo Brazil,"Marilia Espalaor, International Trade ManagerInternational Trade ManagerJoanna Barbosa, Export AnalystExport Analyst",+55 11 98649 0242
1446,LY COMPANY,www.onlywater.es,"Camino de Araceli, 4 29130 Alhaurín de la Torre Spain","Francisco Javier Suárez, Sales DirectorSales DirectorEncarni Periáñez, Financial DirectorFinancial Director",+34 655587405
1447,MABROC TEAS (PVT) LTD,www.mabrocteas.com,57/3 New Hunupitiya Road 11600 Kiribathgoda Sri Lanka,"Rajeev Samarasinghe, Deputy Managing DirectorDeputy Managing DirectorNiran Ranatunga, Managing DirectorManaging Director",+94 117878000
1448,MACÈ SRL,www.macefruit.com,Via Prampolini 32/a 44047 Terre del Reno Italy,"Alice Vignoli, Marketing ManagerMarketing ManagerManuele Orsetti, Sales DirectorSales Director",+39 3892178267
1449,MACKLE FOOD COMPANY,www.macklefoodcompany.co.uk,18 Armagh Road Dungannon BT71 7HZ Northern Ireland United Kingdom,"Claire Anderson, Head of Business DevelopmentHead of Business DevelopmentJoseph Mackle, Managing DirectorManaging Director",+44 28 8778 9338
1450,MADEMOISELLE DESSERTS WEERT B.V.,-,Marconilaan 7 6003 DD Weert The Netherlands,"Nicole van der Graaf, Sales ManagerSales ManagerMaarten van Emmerik, National Account ManagerNational Account Manager",+31 495 546992
1451,MADHU JAYANTI INTERNATIONAL LTD.,www.jaytea.com,"C/O Biowonder, 5th Floor, 789 Eastern Metropolitan 700107 Kolkata,West Bengal India","Parag Mehta, Deputy General Manager, Specialty TeaDeputy General Manager, Specialty TeaRanjeeta Mundhra, Manager Customer ServiceManager Customer Service",+91 33 665 22950
1452,MAESTRANI SCHWEIZER SCHOKOLADEN AG,www.maestrani.ch,Toggenburgerstrasse 41 9230 Flawil Switzerland,"Jonas Weisse, Head Private LabelHead Private Label",+41 71 228 38 11
1453,MAGDA PLANT BASED SP Z.O.O.,www.magdaplantbased.com,Zakopiańska 35a 34-424 Szaflary Poland,"Adam Binkiewicz, Export ManagerExport Manager",+48 508303209
1454,MAGHREB INDUSTRIES SA,www.flash-cg.com,"ZI Sapino, Lot 361 27000 Nouaceur, Casablanca Morocco","Hans Erik Nielsen, International Sales DirectorInternational Sales Director",+212 5 22 35 05 96
1455,MAG'M SAS,www.magm.fr,ZA La Croix Danet 17 rue de l'avenir 44140 Geneston France,"Olivier Billaudeau, Export and Marketing ManagerExport and Marketing ManagerKhédidja Fablet, European Sales ManagerEuropean Sales Manager",+33 240 32 07 91
1456,MAGRONI D.O.O. SKOPJE,www.dobravoda.com.mk,1732 Street No. 2 1000 Skopje North Macedonia,"Danijela Ćosić, Chief Executive OfficerChief Executive OfficerBojan Mladenović, Business Development ManagerBusiness Development Manager",+389 2 3228 458
1457,MAISTIC BIO GROUP APS,www.maistic.com,H.P. Christensens Vej 1A 3000 Helsingør Denmark,"Brian Bouet Smith, Chief Executive OfficerChief Executive OfficerHeidi von Bülow, Chief Marketing Officer and Co-FounderChief Marketing Officer and Co-Founder",+45 40751469
1458,MAITRES LAITIERS DU COTENTIN,www.maitres-laitiers.fr,"8 Route de Valognes, BP 102 50260 Sottevast France","Audrey Lebredonchel, Marketing ManagerMarketing ManagerJacques Klimczak, Sales and Marketing DirectorSales and Marketing Director",+33 2 33 21 75 75
1459,"MAJAMI SP. Z O.O., SP.K.",www.majami.pl,Ul. Sw. A. Chmielowskiego 8 97-400 Belchatow Poland,"Justyna Zegarska, Director of Customer Service and MarketingDirector of Customer Service and MarketingRafal Karolczak, Sales and Purchasing DirectorSales and Purchasing Director",+48 44 634 8331
1460,MAKARONY POLSKIE S.A.,www.makarony.pl,Podkarpacka 15a 35-082 Rzeszow Poland,"Mariya Strelbitskaya, Senior Export ManagerSenior Export ManagerWiktor Danilowski, Export ManagerExport Manager",+48 22 460 2400
1461,MAKPROMET AD,www.makpromet.com.mk,Dr. Slobodan Jovanovski no. 3 2000 Shtip North Macedonia,"Darko Nikolov, SalesSalesDanche Gjurova, ManagerManager",+389 32 390 558
1462,MAKYAJ KOZMETIK INSAAT TİCARET LIMITED SIRKETI,www.makyajkozmetik.com.tr,Omerli Mah Ulfet Cad No:28 Arnavutkoy 34555 Istanbul Turkey,"Duygu Karataş, Export ExecutiveExport ExecutiveMuhammet Haciabdullahoğlu, General ManagerGeneral Manager",+90 5422621018
1463,MALBI FOODS EUROPE,-,Bialej Wody Str. 6 02-829 Warsaw Poland,"Alina Varonina, Marketing and Sales ManagerMarketing and Sales Manager",+48 532 795 322
1464,MANARTHON,www.manarthon.com,02 Place Mendes France Mutuelle Ville 1082 Tunis Tunisia,"Riadh Mazigh, Export ManagerExport ManagerMed Aziz Ben Ayed, Sales DirectorSales Director",+216 718 324 40
1465,MANDY FOODS INTERNATIONAL S.R.L.,www.mandyfoods.ro,Intrarea Abatorului Nr 5 077105 Glina Romania,"Ayman Hussein, Export ManagerExport Manager",+40 729779777
1466,IL MANGIARSANO S.P.A.,www.germinalbio.it,Via Staizza 50 31033 Castelfranco Veneto (TV) Italy,"Elisa Zamperoni, Export ManagerExport ManagerEdoardo Pessi Maraldi, Export SalesExport Sales",+39 0423 1770
1467,MANNA FOODS,www.manna.be,Bijkhoevelaan 24 2110 Wijnegem Belgium,"Hans Van De Vester, Commercial DirectorCommercial DirectorAnneleen Dewilde, Marketing OfficerMarketing Officer",+32 3 327 32 80
1468,MANNINGS BAKERY LTD,www.manningsbakery.com,"Greencastle Parade Malahide Road Industrial Park, Coolock D17 F880 Dublin 17 Ireland","Eamonn Manning, Managing DirectorManaging DirectorAline Callens, Business Development ManagerBusiness Development Manager",+353 1 8477236
1469,PT. MANOHARA ASRI,www.manohara-asri.com,By Pass Krian Km 24 61262 Sidoarjo Indonesia,"Jessica Azaria Kuntandi, Export SalesExport Sales",+62 3138 2148 7
1470,MANTINGA UAB,www.mantinga.lt,Stoties 51 68261 Marijampole Lithuania,"Klemencas Agentas, Chairman of the BoardChairman of the BoardLina Zemaitiene, Commercial DirectorCommercial Director",+370 343 98 122
1471,MANUFACTURE BELGE DE CHOCOLATS,www.mbcchocolates.be,Rue de l'Armistice 5 1081 Koekelberg Belgium,"Jean-Francois Cambier, Business Development DirectorBusiness Development DirectorMyriam Pappens, Managing DirectorManaging Director",+32 478 62 79 44
1472,MANZANILLA OLIVE S.C.A.,www.manzanillaolive.es,"Ctra. Utrera-Los Palacios Km 3.5, Apdo. Correos N° 51 41710 Utrera Spain","Carmen Delgado, Export Area ManagerExport Area ManagerÁngel Abellán, Sales ManagerSales Manager",+34 664 551 699
1473,MARBA SP. Z O.O. SP. J.,www.emarba.com,"10A Glogowska Str., Racula 66-004 Zielona Góra Poland","Marek Kurpanik, Export ManagerExport Manager",+48 68 451 2300
1474,MARGHERITA S.R.L.,www.margheritarepomodoro.it,Via dell'Industria 11 31010 Fregona Italy,"Valeria Cornacchione, International Sales ManagerInternational Sales ManagerAndrea Ghia, Chief Executive OfficerChief Executive Officer",+39 0438 915081
1475,MARION SP. Z O.O. SP.K.,www.marionprivatelabel.pl,Ul. Chwaszczyńska 131 A 81-571 Gdynia Poland,"Krystian Kapa, Head of SalesHead of SalesAdam Brudel, National Key Account ManagerNational Key Account Manager",+48 58 782 64 00
1476,MARTELLI SALUMI S.P.A.,www.martelli.com,"Via dell'Industria 11 35040 Boara Pisani, Padova Italy","Nicola Martelli, Sales ManagerSales ManagerStefano Borsari, Sales ManagerSales Manager",+39 042 54858
1477,MARTINEZ CHOCOLADE,www.martinezchocolade.nl,Zanderij 1 1185 ZM Amstelveen The Netherlands,"Richard Barendsen, Account ManagerAccount ManagerKim Reynvoet, Account ManagerAccount Manager",+31 20 643 4107
1478,MARTINI S.P.A.,www.martinispa.com,Strada Nuova 22 43058 Coenzo di Sorbolo Mezzani (PR) Italy,"Lucia Arioli, Marketing ManagerMarketing ManagerSimone Buffa, Export ManagerExport Manager",+39 0521 669111
1479,GRUPA MASPEX SP. Z O.O.,www.maspex.com,Chopina 10 34-100 Wadowice Poland,"Maria Korzen, Key Account ManagerKey Account ManagerAgata Kielbasa, Deputy DirectorDeputy Director",+48 536777587
1480,MASSIMO ZERO S.R.L.,www.massimozero.com,Via Delle Scuderie 32 39012 Merano Italy,"Michele Minucciani, R&D, Business DevelopmentR&D, Business Development",+39 0473233268
1481,MASTER FRUITS D.O.O.,www.mffruits.com,Velikoremetska 6 11000 Belgrade Serbia,"Milena Cvetic, General ManagerGeneral ManagerBosko Bondzulic, DirectorDirector",+381 11 33 25 159
1482,MASTER SRL,www.gnocchimaster.com,Via del Lavoro 12 31050 Vedelago (TV) Italy,"Alessandro Tenan, Resident Chef & In Store PromotionResident Chef & In Store PromotionAlberto Bianco, Marketing ManagerMarketing Manager",+39 0423 700182
1483,MATERNA,www.materna-france.com,"2 bis Chemin d'Armancourt, Les Vergers 60200 Compiègne France","Mickael Briot, Sales and Marketing Development DirectorSales and Marketing Development DirectorArnaud Vanoutryve, Commercial Director PLBCommercial Director PLB",+33 3 44 91 59 60
1484,MATERNE-CONFILUX SA,www.materne.com,Allée des Cerisiers 1 5150 Floreffe Belgium,"Virginie Colot, Private Label Marketing ManagerPrivate Label Marketing Manager",+32 81 44 74 74
1485,MATSAN ILAC SAN. LTD. STI.,www.matsangroup.com,"Cevizli Mah. Hizir Reis Sk. Dragos Park No:10 K:8, D:17-18 34846 Maltepe, Istanbul Turkey","Cagri Ayhan, Export SpecialistExport SpecialistÖzgür Öztürk, Member of the BoardMember of the Board",+90 216 459 55 88
1486,MAUSTAJA OY,www.maustaja.fi/en,Tuotetie 3 92930 Pyhanta Finland,"Juha Korhonen, Sales and Marketing DirectorSales and Marketing DirectorPauliina Paavola, Sales ManagerSales Manager",+358 20 7991 399
1487,MAXIM MARKENPRODUKTE GMBH & CO. KG,www.maxim-markenprodukte.de,Donatusstr. 112 50259 Pulheim Germany,"Margarete Krupa, GeschäftsführerinGeschäftsführerin",+49 2234 98402 0
1488,MAXPOL SP. Z O.O.,www.maxpol-targi.com.pl,"Ul. Rolnicza 251, Dziekanów Lesny 05-092 Lomianki Poland","Karol Wisniewski, Marketing DirectorMarketing DirectorRostyslav Kohun, Marketing ManagerMarketing Manager",+48 22 5064111
1489,MAYA,www.grupomaya.com.es,C/Flassades num 5 Pol. Ind El Pla 46870 Ontinyent Spain,"Marian Bonias Alfonso, Organization & Corporate DevelopmentOrganization & Corporate DevelopmentJose Antonio Bonias Alfonso, Business Development DirectorBusiness Development Director",+34 962 389059
1490,MAYERI INDUSTRIES AS,www.mayeri.eu,Tabivere 49127 Tartumaa Estonia,"Dagmar Kork, Head of MarketingHead of MarketingKen Koit, Business Development ManagerBusiness Development Manager",+372 56678538
1491,MC BRIDE AEROSOLS,www.mbaerosols.com,ZI de Dioulan 29140 Rosporden France,"Isabelle Colomer, International Sales ManagerInternational Sales Manager",+33 6 32 11 44 08
1492,MCCARTER A.S.,www.mccarter.sk,Bajkalská 25 821 01 Bratislava Slovakia,"Katarína Dobiasová, Export ManagerExport ManagerMilan Pasmik, Chairman of the BoardChairman of the Board",+421 2 58 23 33 79
1493,M + C SCHIFFER GMBH,www.mc-schiffer.com,Industriestrasse 4 53577 Neustadt/Fernthal Germany,"Maik Hundenborn, Managing DirectorManaging Director",+49 2683 981 220
1494,MDD DI MADDALENO MASSIMILIANO,www.naturaedonum.it,Via Santa Lucia 108/b 10075 Mathi Italy,"Massimiliano Maddaleno, OwnerOwner",+39 0119268113
1495,M DIAS BRANCO S/A IND. E COM. DE ALIMENTOS,www.mdiasbranco.com.br,"Rua: Espirito Santo, 440 Bairro Botafogo 95.700-000 Bento Gonçalves Brazil","Cesar Reis, Export DirectorExport DirectorCecilia Mannarino, Export AnalystExport Analyst",+55 8540055633
1496,MECKLENBURGER KARTOFFELVEREDLUNG GMBH,www.diemecklenburger.de,Dr.-Raber-Straße 3 19230 Hagenow Germany,"Jörg Jakob, Key Account ManagerKey Account ManagerMichael Greve, MarketingleiterMarketingleiter",+49 3883 735 144
1497,MEDBEST SA,www.medbest.gr,"282 Kifisias Avenue 15232 Halandri, Athens Greece","Georgia Paradeisi, Commercial DirectorCommercial DirectorEva Nikolakea, Marketing Communications ManagerMarketing Communications Manager",+30 210 6856191
1498,MEDITERRANEAN COSMETICS SA,www.m-c.gr,Gallikos 61100 Kilkis Greece,"Nikolaos Betchavas, Chief Executive OfficerChief Executive OfficerDimitrios Paraschos, Export ManagerExport Manager",+30 23410 42322
1499,MEEMKEN WURSTWAREN GMBH & CO. KG,www.meemken.de,Im Alten Haferland 6 26169 Friesoythe Germany,"Rolf Meemken, General ManagerGeneral ManagerJens Böckmann, SalesSales",+49 4493 808 0
1500,MEICA AMMERLÄNDISCHE FLEISCHWARENFABRIK FRITZ MEINEN GMBH & CO. KG,www.meica.com,Meicastrasse 6 26188 Edewecht Germany,"Michael März, Managing DirectorManaging DirectorKai Leciejewski, Sales DirectorSales Director",+49 4405 999 0
1501,MELBON S.A.,www.melbon.eu,194 Simeonovsko Shose Blvd. Building 10 1434 Sofia Bulgaria,"Iliana Manoleva, ExportExportGeorge Vintzileos, General ManagerGeneral Manager",+359 884 600 350
1502,MELINDA LTD,www.melinda.gr,Str. Lekka 21 Oreokastro 57013 Thessaloniki Greece,"Apostolia Karagianni, Export ManagerExport Manager",+30 2310680512
1503,MELI NV,www.meli.be,Handelsstraat 13 8630 Veurne Belgium,"Lex Drost, Sales and Marketing ManagerSales and Marketing ManagerDanny Dewaele, Sales ManagerSales Manager",+32 58 310 310
1504,MELISSA KIKIZAS SA,www.melissa-kikizas.com,1 Vionos Street 10443 Athens Greece,"Georgios Raptis, Exports DirectorExports DirectorMiltiadis Bavas, Brand Manager ExportsBrand Manager Exports",+30 210 5190100
1505,MELLIFERA LTD.,www.mellifera.bg,4 Konstantin Petkanov Str. 1700 Sofia Bulgaria,"Biljana Lowndes-Nikolova, Managing DirectorManaging DirectorLyuboslava Radeva, Production ManagerProduction Manager",+359 888 811 148
1506,"MENDES GONÇALVES, S.A.",www.mendesgoncalves.pt,"Zona Industrial, Ap. 12 2154-909 Golegã Portugal","Renato Sousa Antunes, Head of International MarketsHead of International MarketsJoana Oliveira, Brand ManagerBrand Manager",+351 249 979 200
1507,MENEXOPOULOS BROS S.A.,www.menexopoulos.gr,6th Km Thessaloniki - Kalochori Hw Arkadiou 6 57009 Thessaloniki Greece,"Manoulis Vlachos, International SalesInternational SalesAlexandros Menexopoulos, Business Development ManagerBusiness Development Manager",+30 2310752929
1508,MENISSEZ SAS,www.menissez.com,Zone Industrielle de Gréveaux les Guides 59750 Feignies France,"Laurent Menissez, PresidentPresidentHervé Aubrée, Export ManagerExport Manager",+33 3 27 53 18 60
1509,MENKEN ORLANDO B.V.,www.menkenorlando.nl,Kerketuinenweg 35 2544 CV Den Haag The Netherlands,"Peter Paul Menken, Marketing & Sales DirectorMarketing & Sales DirectorReinier van Gent, Sales ManagerSales Manager",+31 70 308 2222
1510,MENZ & GASSER SPA,www.menz-gasser.it,Zona Industriale 38050 Novaledo Italy,"Francesca Pezzini, Marketing ManagerMarketing ManagerMartina Schmidt, MarketingMarketing",+39 0461 720600
1511,MEO-FICHAUX,www.meo.fr,112 Quai de l'Ouest 59008 Lille Cedex France,"Pascal Leleu, Directeur CommercialDirecteur CommercialGérard Meauxsoone, Directeur GénéralDirecteur Général",+33 320 22 05 00
1512,MEPTICO SAL,www.meptico.com,"Zouk Mosbeh Industrial Zone, Badaoui Street 90729 Jdeitet El Metn Lebanon","Daniel Daniel, Export ManagerExport Manager",+45 41479000
1513,MERBA B.V.,www.merba.com,Wilhelminakanaal Noord 2 4902 VR Oosterhout The Netherlands,"Jan Boerman, Commercial DirectorCommercial DirectorAdelbert Baas, Sales Marketing ManagerSales Marketing Manager",+31 162 481 000
1514,MEROSO FOODS N.V.,www.meroso.be,Hogerheistraat 130 1880 Ramsdonk Belgium,"Charles Roelants, Sales ManagerSales ManagerSaskia de Frankrijker, Sales ManagerSales Manager",+32 015 71 40 30
1515,MERSCHBROCK-WIESE GEWÜRZ GMBH,www.gewuerze.com,Ludwig-Erhard-Str. 3-5 33397 Rietberg Germany,"Carsten Janke, Vice President SalesVice President Sales",+49 5244 97280
1516,UAB MERSETA,www.merseta.lt,K. Dulksnio g. 9 53304 Narsieciai Lithuania,"Vaida Venslavciute, Project ManagerProject ManagerSarunas Paradnikas, Deputy DirectorDeputy Director",+370 37 393666
1517,MESTEMACHER GMBH,www.mestemacher.de,Postfach 2451 33254 Gütersloh Germany,"Ulrike Detmers, Shareholder, Chairperson of the Executive, Board MShareholder, Chairperson of the Executive, Board M",+49 5241 8709 68
1518,METTEN FLEISCHWAREN GMBH & CO. KG,www.metten.net,Bamenohler Str. 244 57413 Finnentrop Germany,"Tobias Metten, Managing PartnerManaging PartnerSascha Astorino, Sales DirectorSales Director",+49 2721 515 176
1519,MEVGAL S.A.,www.mevgal.com,Koufalia 57100 Thessaloniki Greece,"George Vanidis, Exports DirectorExports DirectorVicky Beta, Senior Brand ManagerSenior Brand Manager",+30 23910 59217
1520,MEXMA FOOD,www.mexmafood.eu,Klarenanstelerweg 2 6468 EP Kerkrade The Netherlands,"Nina van Opbergen, Product ManagerProduct Manager",+31 45 535 0305
1521,MEXON LTD.,www.mexon.bg,266 Vasil Levski Str. 4003 Plovdiv Bulgaria,"Radoslav Polishev, Marketing SpecialistMarketing SpecialistPetya Ilieva, Project Manager, Export and Private LabelProject Manager, Export and Private Label",+359 32 502 009
1522,MEYER SEALS ALFELDER KUNSTSTOFFWERKE HERM. MEYER GMBH,www.meyer-seals.com,Hildesheimer Strasse 78 31061 Alfeld (Leine) Germany,"Katja Nefzer, Marketing ManagerMarketing ManagerAndrew McLean, Strategic Business DevelopmentStrategic Business Development",+49 51 81 80 18 206
1523,MGC INTERNATIONAL INVESTMENTS,www.bunatatidetopoloveni.ro,Str. Maximilian Popovici Nr 6 115500 Topoloveni Romania,"Ayman Hussein, Export ManagerExport Manager",+40 729779777
1524,MG INTERNATIONAL FRAGRANCE COMPANY,www.mgfragrances.com,G.O.S.B. Gebze OSB MAH. 3300 CAD. NO: 3306 / 1 Gebze 41400 Kocaeli Turkey,"Alper Öztovi, Brand and Graphic Design SupervisorBrand and Graphic Design SupervisorHasan Burc Üstüner, International Sales ManagerInternational Sales Manager",+90 262 677 0000
1525,MG SERVIS S.R.O.,www.jerrys.eu,Sazovice 236 763 01 Myslocovice Czech Republic,"Jaroslav Dolezel, DirectorDirectorTomás Miklík, Quality ManagerQuality Manager",+420 603 293 699
