,Company Name,Located,Comapany Website,Details
686,ROUSSELOT ,I114 Netherlands,https://www.rousselot.com/health,"Rousselot®, Darling Ingredients’ health brand and the global leader of collagen-based solutions, invites visitors to booth I114 at Vitafoods 2022 to discover its latest collagen and gelatin ingredient innovations. At this year’s event, Rousselot’s exhibition will reintroduce its all-in-one collagen matrix designed to provide joint care solutions for a wide range of consumer demographics. In addition, the company will spotlight the benefits of porcine collagen ingredients and its SiMoGel™ gelatin solution for innovative nutraceutical gummies.Visitors to Rousselot’s booth can also make use of the Live Chat Corner, allowing them to connect and discuss with formulation experts and also explore tailored technical solutions for their specific formulation challenges."
687,S.I.I.T. S.R.L. ,G134 Italy,https://www.siitgroup.com/,"S.I.I.T. is an italian innovative self-healthcare product contract developer & manufacturer founded in 1959 which now has 3 business lines:• development and manufacturing in GMP, ISO 13485, ISO 22000, GMP FDA, of health food supplement, medical devices and OTC in solid and liquid dosage forms;• development of technologies for improving performances of customer product;• development of a complete pipeline of innovative healthcare products ready to license outFor us, providing safe, effective and innovative products requires that we constantly invest in scientific investigation. Our knowledge and expertise combined with our passion for research are the distinctive features of our company."
688,Sabinsa Europe GmbH ,B80 Germany,http://www.sabinsa.eu,"Sabinsa's mission is to provide alternative and complementary natural products for human nutrition and well-being.Over the past three decades, With a portfolio of close to 350 + national and international patents Sabinsa has brought to market more than 100 standardized botanical extracts and privately funded several clinical studies with prestigious institutions in support of these products. With more than 100 full time scientists conducting ongoing research in India and the United States.Mother Nature is the biggest chemist synthesizing a wide variety of interesting and amazing chemical moieties with potential benefits to mankind. Research laboratories at Sabinsa group endeavor to tap this immense natural potential to bring out products with the goal of ""Design to Delivery"".Sabinsa Group of Companies manufacture and market standardized herbal extracts, phytonutrients and many specialty fine chemicals which find important applications in the areas of Nutritional, Cosmeceutical, Pharmaceutical and Food applications.Founded in 1988 by Dr. Muhammed Majeed, Sabinsa is a company dedicated to the principles of tradition, innovation and research. Sabinsa's efforts have earned the company immense recognition.Sabinsa group of companies have won several awards and accolades for it strive for excellence in the areas of research and marketing of natural products.A series of Thomas Alva Edison Patent Awards, Herbal Industry Leader Award from the American Herbal Products Association, DSIR recognition of the Research centre in India, NABL accreditation of its various testing Labs, The Nutracon Best New Product Awards, Awards for Excellence in Export performance by the President of India and the Spices Board of India are some examples to illustrate the global recognition Sabinsa has received.Sabinsa’s tagline “Our Innovation is Your Answer” has been proven time and again, with several of its innovative and uniquely crafted products to meet costumers needs."
689,Sacco Systems ,United States of America,-,-
690,Safic-Alcan ,D24 France,-,-
691,Sanaplus Kft. ,N140 Hungary,https://sanaplus.com,Sanaplus Kft. is a subsidiary of PEZ AG.Our production plant is a leading food supplement manufacturer in Central and Eastern Europe and we sell our products to more than 50 countries all over the world.We offer a wide range of powder based food supplements like:• effervescent tablets• film coated tablets• chewable tablets• dextrose rolls• powder sticks• and multivitamin lollipops.We provide a quick and flexible R&D service for our partners as well. We work with several brand owner companies as their contract manufacturer and we produce different private label products for FMCG and pharmacy chains. You will notice that we do not want to sell what we have but we can manufacture what you need.Our mission is to make high quality health products available for everyone. Therefore we implement the latest technologies in our production.We hope to welcome you as a satisfied customer soon!
692,Sanat Products (A division of Dr Wilmar Schwabe India Private Limited ,F135 India,-,-
693,Sanomed Gesundheits-und Sportnahrungsmittelherstellung GmbH ,N190 Germany,-,-
694,Sanotact GmbH ,K84 Germany,-,-
695,SANTIS ,B152 Morocco,https://www.santis-co.com/,"Santis is specialized in Botanicals, Natural Essential Oils and Botanicals Extracts.Our Farming subsidiary covers 930 acres growing herbs under pesticide control.Our Extraction Unit produces high quality of Botanicals Extracts and Natural Antioxidants:- SANTIOX: Rosemary Antioxidant (40% Carnosic Acid)- SANTIBALM: Melissa Extract (10% Rosmarinic Acid)- SANTICYN: Artichoke Leaves Extract (4% Cynarin & Caffeoylquinic Acid)- SANTIOSIDE: Verbena Extract (10% Verbascoside)- SANTIOLEA: Olive Leaves Extract (20% Oleuropein)Through our subsidiary located in BURKINA FASO, SANTIS BURKINA offers a range of selected Natural Ingredients West Africa origin.SANTIS is also producer of Locust Bean Gum under brand name VISCOGUM via its subsidiary CAROB INGREDIENTS (www.carobingredients.com), a texturizing natural ingredient.SANTIS is BRC, Organic, SMETA and Kosher certified"
